ID,titel,authors,geners,image,year,lang,isbn
3522,"Some Girls Bite (Chicagoland Vampires, #1)",['Chloe Neill'],"['paranormal', 'fantasy', 'romance', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,451226259
3523,Go Tell It on the Mountain,['James     Baldwin'],"['fiction', 'classics', 'religion', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1953,eng,141185910
3524,"Lost in a Good Book (Thursday Next, #2)",['Jasper Fforde'],"['fantasy', 'fiction', 'mystery', 'science-fiction']",https://images.gr-assets.com/books/1419889476m/27000.jpg,2002,eng,142004030
3525,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,"['Naoki Higashida', 'K.A. Yoshida', 'David Mitchell']","['nonfiction', 'memoir', 'psychology', 'biography']",https://images.gr-assets.com/books/1384018847m/16113737.jpg,2005,eng,812994868
3526,"The Hidden Oracle (The Trials of Apollo, #1)",['Rick Riordan'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1449765273m/26252859.jpg,2016,eng,148473274X
3527,"Once Burned (Night Prince, #1)",['Jeaniene Frost'],"['paranormal', 'romance', 'fantasy', 'fiction']",https://images.gr-assets.com/books/1335738276m/7039218.jpg,2012,eng,006178320X
3528,Missoula: Rape and the Justice System in a College Town,['Jon Krakauer'],"['nonfiction', 'crime', 'history']",https://images.gr-assets.com/books/1491227618m/24911006.jpg,2015,eng,385538731
3529,The End of Eternity,['Isaac Asimov'],"['science-fiction', 'fiction', 'classics', 'fantasy']",https://images.gr-assets.com/books/1405527675m/509784.jpg,1955,eng,449016196
3530,"Sorceress of Darshiva (The Malloreon, #4)",['David Eddings'],"['fantasy', 'fiction', 'young-adult']",https://images.gr-assets.com/books/1342438281m/371787.jpg,1989,eng,345369351
3531,"Love Comes Softly (Love Comes Softly, #1)",['Janette Oke'],"['romance', 'historical-fiction', 'christian', 'fiction']",https://images.gr-assets.com/books/1273177650m/65497.jpg,1979,eng,553805592
3533,"The Prodigal Daughter (Kane & Abel, #2)",['Jeffrey Archer'],"['fiction', 'historical-fiction', 'thriller', 'mystery', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1982,eng,312997140
3534,"The Broken Eye (Lightbringer, #3)",['Brent Weeks'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1376583941m/12652457.jpg,2014,eng,
3535,The Collected Poems of W.B. Yeats,"['W.B. Yeats', 'Richard J. Finneran']","['poetry', 'classics', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,eng,684807319
3536,"Lady Knight (Protector of the Small, #4)",['Tamora Pierce'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1215394344m/153800.jpg,2002,eng,
3537,"Stone Cold (Camel Club, #3)",['David Baldacci'],"['fiction', 'thriller', 'mystery', 'suspense', 'crime']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,446577391
3538,Ú¤ÙØ±ØªÙØ¬Ù,['Ø£Ø­ÙØ¯ ÙØ±Ø§Ø¯'],"['fiction', 'crime', 'mystery', 'thriller']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,ara,
3540,The Elephant Vanishes,"['Haruki Murakami', 'Jay Rubin', 'Alfred Birnbaum']","['fiction', 'contemporary', 'fantasy']",https://images.gr-assets.com/books/1391384346m/9555.jpg,1993,eng,679750533
3541,"Gateway (Heechee Saga, #1)",['Frederik Pohl'],"['science-fiction', 'fiction', 'classics', 'fantasy']",https://images.gr-assets.com/books/1441698400m/218427.jpg,1977,eng,345475836
3542,Crucial Conversations: Tools for Talking When Stakes Are High,"['Kerry Patterson', 'Joseph Grenny', 'Ron McMillan', 'Al Switzler', 'Stephen R. Covey']","['business', 'nonfiction', 'self-help', 'psychology']",https://images.gr-assets.com/books/1497193248m/15014.jpg,2001,eng,71401946
3543,How the Irish Saved Civilization,['Thomas Cahill'],"['history', 'nonfiction', 'religion']",https://images.gr-assets.com/books/1403191471m/25669.jpg,1995,eng,385418493
3544,"The Walking Dead, Book One (The Walking Dead #1-12)","['Robert Kirkman', 'Tony Moore', 'Charlie Adlard', 'Cliff Rathburn']","['graphic-novels', 'comics', 'horror', 'fiction', 'science-fiction']",https://images.gr-assets.com/books/1464733555m/30071.jpg,2004,eng,1582406197
3545,Gulp: Adventures on the Alimentary Canal,['Mary Roach'],"['nonfiction', 'science']",https://images.gr-assets.com/books/1352232547m/13615414.jpg,2013,eng,393081575
3546,Tender at the Bone: Growing Up at the Table,['Ruth Reichl'],"['memoir', 'nonfiction', 'biography', 'cookbooks']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,eng,767903382
3547,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",['Terry Pratchett'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1290229201m/34492.jpg,2006,eng,60890312
3548,The Miracle Worker,['William  Gibson'],"['classics', 'biography', 'nonfiction', 'history']",https://images.gr-assets.com/books/1419184250m/22327.jpg,1956,eng,743457587
3549,"Fever (Breathless, #2)",['Maya Banks'],"['romance', 'contemporary', 'fiction']",https://images.gr-assets.com/books/1359944376m/16033906.jpg,2013,eng,425267067
3550,The Almost Moon,['Alice Sebold'],"['fiction', 'contemporary']",https://images.gr-assets.com/books/1310421579m/783291.jpg,2007,eng,316677469
3551,The Children of Men,['P.D. James'],"['fiction', 'science-fiction', 'mystery', 'thriller', 'fantasy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992,eng,307279901
3552,Leviathan,"['Thomas Hobbes', 'C.B. Macpherson']","['philosophy', 'classics', 'nonfiction', 'history']",https://images.gr-assets.com/books/1326788684m/91953.jpg,1651,eng,140431950
3553,Mean Streak,['Sandra Brown'],"['mystery', 'romance', 'fiction', 'suspense', 'thriller', 'contemporary', 'crime']",https://images.gr-assets.com/books/1399916694m/20454672.jpg,2014,eng,1455581127
3556,Marie Antoinette: The Journey,['Antonia Fraser'],"['history', 'biography', 'nonfiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,eng,307277747
3557,"Good Night, Mr. Tom",['Michelle Magorian'],"['historical-fiction', 'fiction', 'classics', 'young-adult']",https://images.gr-assets.com/books/1282757902m/161099.jpg,1981,eng,006440174X
3558,Forbidden,['Tabitha Suzuma'],"['young-adult', 'romance', 'contemporary', 'fiction']",https://images.gr-assets.com/books/1394239949m/7600924.jpg,2010,eng,1862308160
3559,"The Thousand-Dollar Tan Line (Veronica Mars, #1)","['Rob Thomas', 'Jennifer Graham']","['mystery', 'fiction', 'crime', 'contemporary', 'young-adult', 'thriller']",https://images.gr-assets.com/books/1393100477m/18209454.jpg,2014,eng,804170703
3560,The Plot Against America,['Philip Roth'],"['fiction', 'historical-fiction', 'science-fiction']",https://images.gr-assets.com/books/1327711853m/703.jpg,2004,eng,1400079497
3561,The Tender Bar,['J.R. Moehringer'],"['memoir', 'nonfiction', 'biography']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,eng,786888768
3562,"Martin the Warrior (Redwall, #6)",['Brian Jacques'],"['fantasy', 'fiction', 'young-adult']",https://images.gr-assets.com/books/1327877608m/201345.jpg,1993,eng,441001866
3563,"The Exiled Queen (Seven Realms, #2)",['Cinda Williams Chima'],"['fantasy', 'young-adult', 'romance', 'fiction']",https://images.gr-assets.com/books/1285276245m/7801229.jpg,2010,eng,1423118243
3564,No One Here Gets Out Alive,"['Danny Sugerman', 'Jerry Hopkins']","['music', 'biography', 'nonfiction', 'history', 'memoir', 'poetry']",https://images.gr-assets.com/books/1344270704m/691520.jpg,1980,eng,446697338
3565,"Misty of Chincoteague (Misty, #1)","['Marguerite Henry', 'Wesley Dennis']","['fiction', 'classics', 'young-adult', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1947,eng,1416927832
3566,Black Swan Green,['David Mitchell'],"['fiction', 'contemporary', 'young-adult', 'historical-fiction']",https://images.gr-assets.com/books/1320562118m/14316.jpg,2006,pl,812974018
3567,The Other Woman,['Jane Green'],"['chick-lit', 'fiction', 'romance', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,eng,452287146
3569,Nothing Lasts Forever,['Sidney Sheldon'],"['fiction', 'thriller', 'mystery', 'romance', 'suspense', 'crime', 'contemporary']",https://images.gr-assets.com/books/1344265620m/43325.jpg,1994,eng,
3570,"Mayflower: A Story of Courage, Community, and War",['Nathaniel Philbrick'],"['history', 'nonfiction']",https://images.gr-assets.com/books/1474488130m/4820.jpg,2006,eng,670037605
3571,Wicked Deeds on a Winter's Night (Immortals After Dark #4),['Kresley Cole'],"['paranormal', 'romance', 'fantasy']",https://images.gr-assets.com/books/1357614752m/435045.jpg,2007,eng,1416547037
3572,His Excellency: George Washington,['Joseph J. Ellis'],"['history', 'biography', 'nonfiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,eng,1400032539
3573,"Burning Chrome (Sprawl, #0)","['William Gibson', 'Bruce Sterling']","['science-fiction', 'fiction', 'fantasy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1986,eng,60539828
3574,Last Night at Chateau Marmont,['Lauren Weisberger'],"['chick-lit', 'fiction', 'romance', 'contemporary']",https://images.gr-assets.com/books/1269790764m/7569223.jpg,2010,eng,7311001
3576,"Out of Breath (Breathing, #3)",['Rebecca Donovan'],"['romance', 'young-adult', 'contemporary', 'fiction']",https://images.gr-assets.com/books/1367613888m/13638570.jpg,2013,eng,
3577,"The Vampire's Assistant (Cirque Du Freak, #2)",['Darren Shan'],"['fantasy', 'young-adult', 'horror', 'fiction', 'paranormal']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,eng,
3578,Tigana,['Guy Gavriel Kay'],"['fantasy', 'fiction', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,eng,451457765
3579,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,['Nora Ephron'],"['nonfiction', 'memoir', 'biography']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,307264556
3580,"Little Men (Little Women, #2)",['Louisa May Alcott'],"['classics', 'fiction', 'young-adult', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1871,eng,1406954365
3581,Gravity's Rainbow,['Thomas Pynchon'],"['fiction', 'classics', 'science-fiction', 'historical-fiction']",https://images.gr-assets.com/books/1414969925m/415.jpg,1973,eng,143039946
3582,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out","['Brennan Manning', 'Michael W. Smith', 'Rich Mullins']","['christian', 'nonfiction', 'religion', 'spirituality']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,eng,1576737160
3583,"Princess in Love (The Princess Diaries, #3)",['Meg Cabot'],"['young-adult', 'romance', 'chick-lit', 'fiction', 'contemporary']",https://images.gr-assets.com/books/1271682172m/93728.jpg,2001,eng,64472809
3584,"River God (Ancient Egypt, #1)",['Wilbur Smith'],"['historical-fiction', 'fiction', 'fantasy', 'thriller', 'romance', 'mystery']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,eng,312954468
3585,O Pioneers!,['Willa Cather'],"['classics', 'fiction', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1913,eng,679743626
3586,The Shock Doctrine: The Rise of Disaster Capitalism,['Naomi Klein'],"['nonfiction', 'history', 'philosophy', 'business']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,805079831
3587,The Girl Who Saved the King of Sweden,"['Jonas Jonasson', 'Rachel Willson-Broyles']","['fiction', 'contemporary', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2013,eng,7557906
3588,Truth and Beauty,['Ann Patchett'],"['memoir', 'nonfiction', 'biography']",https://images.gr-assets.com/books/1410140355m/3686.jpg,2004,eng,60572159
3589,"The Vincent Brothers (The Vincent Boys, #2)",['Abbi Glines'],"['romance', 'young-adult', 'contemporary', 'chick-lit']",https://images.gr-assets.com/books/1330071594m/13369678.jpg,2012,eng,
3590,The Tin Drum,['GÃ¼nter Grass'],"['fiction', 'classics', 'historical-fiction']",https://images.gr-assets.com/books/1327945103m/35743.jpg,1959,eng,99483505
3591,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,['Lee Strobel'],"['christian', 'nonfiction', 'religion', 'spirituality', 'philosophy']",https://images.gr-assets.com/books/1296487661m/214332.jpg,2000,eng,310234697
3592,"SmaragdgrÃ¼n (Edelstein-Trilogie, #3)",['Kerstin Gier'],"['fantasy', 'young-adult', 'romance', 'historical-fiction', 'fiction', 'science-fiction', 'paranormal']",https://images.gr-assets.com/books/1345808677m/7544603.jpg,2010,ger,3401063480
3593,Book of a Thousand Days,"['Shannon Hale', 'James Noel Smith']","['fantasy', 'young-adult', 'fiction', 'romance', 'historical-fiction']",https://images.gr-assets.com/books/1362875998m/248484.jpg,2007,eng,1599900513
3594,The Return of Sherlock Holmes,['Arthur Conan Doyle'],"['mystery', 'classics', 'fiction', 'crime', 'historical-fiction']",https://images.gr-assets.com/books/1374680848m/194366.jpg,1905,eng,192123173
3595,Mythology: Timeless Tales of Gods and Heroes,"['Edith Hamilton', 'Steele Savage']","['classics', 'nonfiction', 'history', 'religion']",https://images.gr-assets.com/books/1305000423m/23522.jpg,1942,eng,316341517
3598,Killing Yourself to Live: 85% of a True Story,['Chuck Klosterman'],"['nonfiction', 'music', 'memoir', 'travel', 'biography', 'contemporary', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,eng,743264460
3600,Hocus Pocus,['Kurt Vonnegut Jr.'],"['fiction', 'science-fiction', 'classics', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,eng,425161293
3601,"House of Chains (The Malazan Book of the Fallen, #4)",['Steven Erikson'],"['fantasy', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,eng,765348810
3602,Oz: The Wonderful Wizard of Oz,"['Eric Shanower', 'Skottie Young', 'L. Frank Baum']","['graphic-novels', 'comics', 'fantasy', 'classics', 'fiction', 'young-adult']",https://images.gr-assets.com/books/1336571208m/6662883.jpg,2010,eng,785129219
3605,Northern Lights,['Nora Roberts'],"['romance', 'mystery', 'fiction', 'contemporary', 'suspense', 'chick-lit', 'thriller', 'crime']",https://images.gr-assets.com/books/1309209276m/85459.jpg,2004,eng,515139742
3607,"Opposition (Lux, #5)",['Jennifer L. Armentrout'],"['young-adult', 'paranormal', 'romance', 'fantasy', 'science-fiction']",https://images.gr-assets.com/books/1398694101m/13644055.jpg,2014,eng,1622662644
3608,"Incubus Dreams (Anita Blake, Vampire Hunter, #12)",['Laurell K. Hamilton'],"['paranormal', 'fantasy', 'romance', 'fiction', 'horror']",https://images.gr-assets.com/books/1362831466m/30271.jpg,2004,eng,515139750
3609,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",['Brian Greene'],"['science', 'nonfiction', 'philosophy', 'history']",https://images.gr-assets.com/books/1435242004m/22435.jpg,2003,eng,965900584
3611,"A Touch of Dead (Sookie Stackhouse, #4.1, #4.3, #5.1, #7.1, #8.1)",['Charlaine Harris'],"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,441017835
3613,My Name Is Asher Lev,['Chaim Potok'],"['fiction', 'classics', 'historical-fiction', 'religion', 'art', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1972,eng,1400031044
3614,"Nicolae (Left Behind, #3)","['Tim LaHaye', 'Jerry B. Jenkins']","['fiction', 'christian', 'religion', 'fantasy', 'thriller', 'spirituality']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,eng,078622469X
3615,Calling Me Home,['Julie Kibler'],"['historical-fiction', 'fiction', 'romance', 'chick-lit', 'contemporary']",https://images.gr-assets.com/books/1359803797m/15793184.jpg,2012,eng,1250014522
3616,"Covet (Fallen Angels, #1)",['J.R. Ward'],"['paranormal', 'romance', 'fantasy', 'fiction']",https://images.gr-assets.com/books/1373165689m/6289920.jpg,2009,eng,451228219
3617,"Captivate (Need, #2)",['Carrie Jones'],"['young-adult', 'fantasy', 'paranormal', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,eng,1599903423
3618,Wishful Drinking,['Carrie Fisher'],"['nonfiction', 'memoir', 'biography']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,1439102252
3619,"Triptych (Will Trent, #1)",['Karin Slaughter'],"['mystery', 'thriller', 'crime', 'fiction', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,385339461
3620,Bloodline,['Sidney Sheldon'],"['fiction', 'thriller', 'mystery', 'suspense', 'romance', 'crime', 'contemporary']",https://images.gr-assets.com/books/1298570618m/300225.jpg,1977,cs,1568650949
3621,"A Fatal Grace (Chief Inspector Armand Gamache, #2)",['Louise Penny'],"['mystery', 'fiction', 'crime']",https://images.gr-assets.com/books/1327918653m/352921.jpg,2007,eng,312352565
3623,Zoo,"['James Patterson', 'Michael Ledwidge']","['fiction', 'thriller', 'science-fiction', 'mystery', 'horror', 'suspense']",https://images.gr-assets.com/books/1355175463m/13353667.jpg,2012,eng,1846058295
